r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p31179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p31177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p35005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p35009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p35015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p35025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p35037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p35041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p48501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p20019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
